dt_venda,matricula_funcionario,nome_funcionario,cargo,codigo_loja,nome_loja,codigo_produto,descricao_produto,categoria,preco_custo,valor_unitario,quantidade,dt_entrega,valor_final
2020-12-25 16:30:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,2,2020-12-31 12:38:00,3418.2
2020-09-03 12:14:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10003,Televisão,Eletrodomésticos,1400.9,2279.99,2,2020-09-05 13:05:00,4559.98
2019-11-15 10:45:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,2,2019-11-15 11:17:00,680.0
2020-06-05 14:07:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10018,Colchão,Casa,109.9,249.9,2,2020-06-06 11:08:00,499.8
2019-05-31 16:16:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10016,Guarda Roupa,Casa,489.9,999.0,2,2019-06-04 15:46:00,1998.0
2019-06-10 09:35:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10001,Smartphone,Eletrônicos,899.9,1676.9,2,2019-06-10 10:50:00,3353.8
2020-12-02 17:46:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10011,Liquidificador,Cozinha,59.9,142.4,2,2020-12-03 11:16:00,284.8
2020-11-21 13:33:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,2,2020-11-22 09:59:00,569.8
2019-09-26 14:32:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10003,Televisão,Eletrodomésticos,1400.9,2279.99,2,2019-09-29 12:19:00,4559.98
2020-11-04 17:01:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10009,Ferro de passar,Casa,27.9,55.9,2,2020-11-05 11:49:00,111.8
2019-10-21 12:53:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10020,Impressora,Eletrônicos,329.9,674.1,2,2019-10-21 14:21:00,1348.2
2019-05-11 09:39:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,2,2019-05-11 17:35:00,569.8
2019-03-07 17:55:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10018,Colchão,Casa,109.9,249.9,2,2019-03-08 11:52:00,499.8
2020-03-26 09:49:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10001,Smartphone,Eletrônicos,899.9,1676.9,2,2020-03-26 10:41:00,3353.8
2019-03-23 16:42:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10013,Fogão,Eletrodomésticos,210.9,404.1,2,2019-03-30 12:42:00,808.2
2019-10-24 09:40:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10020,Impressora,Eletrônicos,329.9,674.1,2,2019-10-24 12:56:00,1348.2
2019-09-16 17:17:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10003,Televisão,Eletrodomésticos,1400.9,2279.99,2,2019-09-20 13:23:00,4559.98
2019-03-29 10:37:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,2,2019-03-29 11:06:00,680.0
2019-05-11 09:52:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10007,Batedeira,Cozinha,49.9,95.9,2,2019-05-11 15:21:00,191.8
2020-03-17 14:23:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10014,Geladeira,Eletrodomésticos,699.9,1346.9,2,2020-03-23 14:37:00,2693.8
2020-03-04 09:11:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10013,Fogão,Eletrodomésticos,210.9,404.1,3,2020-03-08 11:48:00,1212.3000000000002
2020-12-18 10:37:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10019,Sofá,Casa,789.9,1399.0,3,2020-12-24 14:54:00,4197.0
2019-05-29 09:49:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10018,Colchão,Casa,109.9,249.9,3,2019-05-29 15:00:00,749.7
2020-02-05 13:13:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,3,2020-02-06 09:03:00,1020.0
2019-01-27 13:05:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10020,Impressora,Eletrônicos,329.9,674.1,3,2019-01-28 11:03:00,2022.3000000000002
2019-03-08 12:51:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10001,Smartphone,Eletrônicos,899.9,1676.9,3,2019-03-08 16:15:00,5030.700000000001
2019-09-03 12:17:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,3,2019-09-04 10:13:00,1093.5
2019-02-24 17:29:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,3,2019-02-25 13:05:00,1093.5
2020-04-26 16:36:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10020,Impressora,Eletrônicos,329.9,674.1,3,2020-04-27 11:27:00,2022.3000000000002
2020-03-27 11:28:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10002,Tablet,Eletrônicos,799.0,1424.91,3,2020-03-27 13:26:00,4274.7300000000005
2020-08-30 09:06:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10014,Geladeira,Eletrodomésticos,699.9,1346.9,3,2020-09-02 15:04:00,4040.7000000000003
2019-02-01 13:21:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10017,Cama Box,Casa,1189.9,1899.5,3,2019-02-04 17:02:00,5698.5
2019-04-23 14:08:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10016,Guarda Roupa,Casa,489.9,999.0,3,2019-04-27 14:47:00,2997.0
2019-06-24 15:57:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10011,Liquidificador,Cozinha,59.9,142.4,3,2019-06-24 16:19:00,427.20000000000005
2020-09-03 15:30:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10007,Batedeira,Cozinha,49.9,95.9,3,2020-09-04 10:50:00,287.70000000000005
2020-10-14 17:41:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10006,Aspirador de pó,Casa,88.9,189.9,3,2020-10-15 10:08:00,569.7
2019-09-02 17:03:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10020,Impressora,Eletrônicos,329.9,674.1,3,2019-09-03 14:38:00,2022.3000000000002
2020-04-07 13:32:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10018,Colchão,Casa,109.9,249.9,3,2020-04-07 14:37:00,749.7
2020-08-27 15:56:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10006,Aspirador de pó,Casa,88.9,189.9,3,2020-08-28 12:34:00,569.7
2019-11-05 13:49:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10020,Impressora,Eletrônicos,329.9,674.1,3,2019-11-05 17:23:00,2022.3000000000002
2019-10-30 12:01:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10002,Tablet,Eletrônicos,799.0,1424.91,3,2019-10-31 09:21:00,4274.7300000000005
2019-10-02 13:11:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10018,Colchão,Casa,109.9,249.9,3,2019-10-02 15:15:00,749.7
2019-07-20 16:04:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10009,Ferro de passar,Casa,27.9,55.9,3,2019-07-21 11:57:00,167.7
2020-01-27 11:53:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10006,Aspirador de pó,Casa,88.9,189.9,3,2020-01-28 09:10:00,569.7
2019-11-24 16:00:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10009,Ferro de passar,Casa,27.9,55.9,3,2019-11-25 15:33:00,167.7
2019-02-17 14:03:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10017,Cama Box,Casa,1189.9,1899.5,3,2019-02-19 10:29:00,5698.5
2019-07-29 14:12:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10014,Geladeira,Eletrodomésticos,699.9,1346.9,3,2019-08-03 15:23:00,4040.7000000000003
2019-02-09 11:15:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10001,Smartphone,Eletrônicos,899.9,1676.9,3,2019-02-09 16:19:00,5030.700000000001
2019-05-21 15:24:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,3,2019-05-22 13:50:00,1020.0
2019-09-30 10:41:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10014,Geladeira,Eletrodomésticos,699.9,1346.9,3,2019-10-03 17:10:00,4040.7000000000003
2019-01-07 16:57:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10014,Geladeira,Eletrodomésticos,699.9,1346.9,3,2019-01-14 12:28:00,4040.7000000000003
2020-01-02 14:33:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,3,2020-01-03 10:20:00,1093.5
2019-09-21 15:58:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,3,2019-09-22 13:34:00,1020.0
2020-04-17 12:28:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10003,Televisão,Eletrodomésticos,1400.9,2279.99,3,2020-04-23 13:59:00,6839.969999999999
2020-10-02 13:56:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10016,Guarda Roupa,Casa,489.9,999.0,2,2020-10-05 16:33:00,1998.0
2020-04-19 10:22:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10001,Smartphone,Eletrônicos,899.9,1676.9,3,2020-04-19 17:16:00,5030.700000000001
2019-02-27 15:17:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,3,2019-02-27 17:17:00,854.6999999999999
2020-08-13 09:15:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10011,Liquidificador,Cozinha,59.9,142.4,3,2020-08-13 15:05:00,427.20000000000005
2020-10-28 13:41:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,3,2020-10-29 09:30:00,1093.5
2020-11-10 15:19:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10013,Fogão,Eletrodomésticos,210.9,404.1,3,2020-11-14 14:02:00,1212.3000000000002
2020-09-27 10:59:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,3,2020-09-27 15:26:00,854.6999999999999
2019-03-27 14:04:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,3,2019-03-28 11:33:00,1093.5
2020-02-09 10:36:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10006,Aspirador de pó,Casa,88.9,189.9,3,2020-02-10 10:27:00,569.7
2019-09-09 11:08:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10016,Guarda Roupa,Casa,489.9,999.0,3,2019-09-16 11:31:00,2997.0
2019-07-16 16:57:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10007,Batedeira,Cozinha,49.9,95.9,3,2019-07-17 14:55:00,287.70000000000005
2019-03-05 14:10:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10003,Televisão,Eletrodomésticos,1400.9,2279.99,3,2019-03-08 16:39:00,6839.969999999999
2019-06-13 14:27:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10014,Geladeira,Eletrodomésticos,699.9,1346.9,3,2019-06-16 16:38:00,4040.7000000000003
2019-01-21 17:42:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10005,Notebook,Eletrônicos,2299.9,3199.0,3,2019-01-22 13:50:00,9597.0
2020-08-21 11:43:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,3,2020-08-22 10:35:00,854.6999999999999
2020-08-05 16:16:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10012,Processador de alimentos,Cozinha,110.0,189.9,3,2020-08-06 10:34:00,569.7
2019-03-12 16:50:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10019,Sofá,Casa,789.9,1399.0,3,2019-03-14 12:58:00,4197.0
2019-05-19 15:04:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10020,Impressora,Eletrônicos,329.9,674.1,3,2019-05-20 11:26:00,2022.3000000000002
2019-05-06 10:09:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10003,Televisão,Eletrodomésticos,1400.9,2279.99,3,2019-05-11 14:41:00,6839.969999999999
2020-11-30 09:22:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,3,2020-11-30 12:42:00,854.6999999999999
2020-07-18 11:57:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10001,Smartphone,Eletrônicos,899.9,1676.9,3,2020-07-18 15:21:00,5030.700000000001
2020-08-30 10:34:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10016,Guarda Roupa,Casa,489.9,999.0,3,2020-09-02 09:04:00,2997.0
2019-12-13 17:31:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10011,Liquidificador,Cozinha,59.9,142.4,3,2019-12-14 16:45:00,427.20000000000005
2019-07-27 15:38:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10011,Liquidificador,Cozinha,59.9,142.4,3,2019-07-28 10:28:00,427.20000000000005
2020-11-03 09:24:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10006,Aspirador de pó,Casa,88.9,189.9,3,2020-11-03 09:49:00,569.7
2020-03-11 12:52:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,3,2020-03-12 10:43:00,1093.5
2019-11-22 10:33:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,3,2019-11-25 10:50:00,5127.299999999999
2019-05-11 17:24:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,3,2019-05-16 15:57:00,5127.299999999999
2019-06-10 14:28:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,3,2019-06-15 15:22:00,5127.299999999999
2019-01-03 17:09:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,3,2019-01-04 14:53:00,1020.0
2020-09-25 11:49:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10002,Tablet,Eletrônicos,799.0,1424.91,3,2020-09-25 16:20:00,4274.7300000000005
2019-10-31 16:48:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,3,2019-11-01 13:27:00,1093.5
2019-05-08 12:47:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,3,2019-05-08 17:33:00,1093.5
2019-02-05 10:43:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10006,Aspirador de pó,Casa,88.9,189.9,2,2019-02-05 15:34:00,379.8
2019-07-28 09:12:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10018,Colchão,Casa,109.9,249.9,3,2019-07-28 11:40:00,749.7
2020-11-04 12:01:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10002,Tablet,Eletrônicos,799.0,1424.91,2,2020-11-05 11:11:00,2849.82
2020-04-05 12:15:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10001,Smartphone,Eletrônicos,899.9,1676.9,4,2020-04-05 17:29:00,6707.6
2020-02-16 14:35:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,1,2020-02-16 14:37:00,340.0
2020-12-04 14:03:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10018,Colchão,Casa,109.9,249.9,4,2020-12-05 13:23:00,999.6
2019-06-27 10:57:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10017,Cama Box,Casa,1189.9,1899.5,1,2019-07-01 15:20:00,1899.5
2020-12-27 17:36:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,4,2020-12-29 17:34:00,6836.4
2020-08-01 16:44:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,1,2020-08-05 14:11:00,1709.1
2019-06-10 09:19:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10011,Liquidificador,Cozinha,59.9,142.4,4,2019-06-10 12:01:00,569.6
2020-12-06 12:33:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,4,2020-12-06 14:40:00,1360.0
2020-08-26 12:36:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10017,Cama Box,Casa,1189.9,1899.5,1,2020-08-29 10:43:00,1899.5
2019-11-14 17:46:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10015,Microondas,Eletrodomésticos,189.0,364.5,1,2019-11-15 09:35:00,364.5
2019-05-01 09:56:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10005,Notebook,Eletrônicos,2299.9,3199.0,4,2019-05-02 09:52:00,12796.0
2020-04-04 17:05:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10002,Tablet,Eletrônicos,799.0,1424.91,4,2020-04-05 09:23:00,5699.64
2019-10-14 17:08:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10019,Sofá,Casa,789.9,1399.0,4,2019-10-19 09:40:00,5596.0
2019-08-31 17:30:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10014,Geladeira,Eletrodomésticos,699.9,1346.9,4,2019-09-07 17:01:00,5387.6
2020-10-03 17:05:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10016,Guarda Roupa,Casa,489.9,999.0,1,2020-10-09 17:11:00,999.0
2020-08-29 12:04:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10002,Tablet,Eletrônicos,799.0,1424.91,1,2020-08-29 15:43:00,1424.91
2019-05-14 16:13:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,4,2019-05-15 09:39:00,1139.6
2019-05-27 14:41:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10017,Cama Box,Casa,1189.9,1899.5,4,2019-05-30 09:26:00,7598.0
2020-06-13 13:22:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10019,Sofá,Casa,789.9,1399.0,1,2020-06-17 14:14:00,1399.0
2020-02-14 10:14:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10006,Aspirador de pó,Casa,88.9,189.9,1,2020-02-14 10:42:00,189.9
2019-10-24 10:30:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10010,Fritadeira elétrica,Cozinha,187.9,340.0,4,2019-10-24 14:49:00,1360.0
2020-12-31 13:55:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,4,2020-12-31 17:28:00,1139.6
2019-03-23 14:16:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,4,2019-03-28 09:35:00,6836.4
2019-06-21 16:39:00,123456999,Felipe Marinho,Vendedor,CL003,Filial SP,10008,Cafeteira,Cozinha,159.9,284.9,1,2019-06-21 17:40:00,284.9
